,long_name,player_positions,overall,value_eur,age,club_position,preferred_foot,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure
561,Karim Bellarabi,"RW, RM",79,14500000.0,31,SUB,Right,3,4,2,85.0,76.0,71.0,81.0,34.0,72.0,78,74,48,71,73,82,72,58,59,82,85,85,82,77,78,84,75,71,70,77,75,38,75,75,57,80
572,Alassane Alexandre Pléa,"ST, LW",79,18000000.0,28,ST,Right,3,4,2,71.0,82.0,77.0,79.0,39.0,74.0,78,83,73,78,80,78,82,73,72,79,77,66,80,82,79,82,71,77,75,83,67,39,83,80,64,79
580,Raúl De Tomás Gómez,ST,79,23000000.0,26,LS,Right,4,4,1,75.0,82.0,68.0,81.0,35.0,68.0,55,82,76,76,77,81,70,77,66,82,76,74,78,77,76,84,81,67,69,83,63,30,82,66,78,83
589,Paul Ebere Onuachu,ST,79,20500000.0,27,ST,Right,2,3,1,71.0,77.0,62.0,70.0,45.0,84.0,41,83,85,73,73,73,58,30,68,78,64,76,46,74,32,78,58,75,93,63,77,41,81,68,84,74
592,Ricardo Jorge da Luz Horta,"CF, LW",79,21000000.0,26,LF,Right,3,3,1,78.0,78.0,75.0,80.0,42.0,69.0,75,79,51,77,82,81,78,70,69,79,81,75,83,82,85,78,62,82,64,75,67,55,82,77,71,73
597,João Paulo Dias Fernandes,ST,79,18000000.0,28,ST,Left,4,3,1,67.0,78.0,64.0,75.0,44.0,81.0,66,82,85,68,78,74,80,35,45,78,66,67,64,80,71,80,82,82,82,68,76,39,83,73,68,78
601,Munir El Haddadi Mohamed,"LW, RW, ST",79,21000000.0,25,SUB,Left,3,4,2,79.0,78.0,75.0,82.0,35.0,66.0,73,79,77,80,80,82,81,67,62,83,82,76,83,78,79,78,66,72,66,77,58,25,78,76,66,80
609,Jaime Mata Arnaiz,ST,79,14000000.0,32,SUB,Right,3,3,1,68.0,80.0,61.0,76.0,31.0,76.0,63,84,75,65,73,79,55,48,51,79,65,70,64,84,39,79,72,70,77,71,83,19,85,66,76,76
623,Luis Ezequiel Ávila,"ST, RM",79,20500000.0,27,SUB,Left,5,3,1,81.0,81.0,65.0,78.0,44.0,83.0,59,82,74,71,79,79,58,57,62,77,77,84,73,78,86,85,74,78,84,76,87,38,77,68,72,72
624,Kasper Dolberg Rasmussen,ST,79,25500000.0,23,RS,Right,4,3,2,73.0,81.0,69.0,77.0,30.0,68.0,50,80,74,79,78,78,76,70,60,79,69,76,72,75,64,86,73,73,79,79,32,23,81,77,78,76
631,Luka Jović,ST,79,27000000.0,23,SUB,Right,5,3,1,75.0,80.0,68.0,78.0,29.0,74.0,67,82,79,72,83,78,77,46,61,80,74,76,76,80,77,82,76,75,78,75,62,23,81,70,66,78
638,Patrik Schick,ST,79,23500000.0,25,ST,Left,2,4,3,70.0,79.0,70.0,80.0,35.0,68.0,64,81,80,77,74,80,78,56,62,83,71,70,83,78,67,77,71,64,74,79,59,25,81,69,65,73
645,Moise Bioty Kean,ST,79,39500000.0,21,SUB,Right,3,3,2,85.0,77.0,56.0,78.0,40.0,75.0,48,81,76,68,72,80,67,44,39,76,84,85,75,74,79,84,76,71,85,66,57,31,81,58,65,72
646,David Neres Campos,"RW, LW",79,25000000.0,24,SUB,Left,3,5,3,85.0,72.0,73.0,85.0,37.0,64.0,67,74,45,78,72,85,70,52,69,85,86,85,90,75,86,73,56,73,64,67,55,35,75,79,69,79
654,Mehdi Taremi,"ST, CF",79,18000000.0,28,RS,Right,4,4,1,76.0,79.0,70.0,80.0,38.0,71.0,68,81,70,74,74,81,74,43,64,83,77,76,73,81,65,81,74,80,76,74,46,23,83,73,76,81
656,Rodrygo Silva de Goes,RW,79,38500000.0,20,SUB,Right,4,4,1,87.0,76.0,71.0,83.0,32.0,56.0,71,80,62,74,67,84,80,73,60,80,88,86,87,76,85,71,73,81,42,71,54,21,82,71,74,82
662,Antony Matheus dos Santos,RW,79,39500000.0,21,RW,Left,3,5,2,91.0,72.0,72.0,84.0,37.0,65.0,70,75,45,73,67,84,74,75,62,84,93,90,92,74,85,69,57,78,57,69,72,39,74,77,65,78
664,Álvaro Negredo Sánchez,ST,78,6000000.0,35,ST,Left,2,3,3,59.0,81.0,64.0,72.0,36.0,77.0,43,80,83,74,79,72,63,69,64,74,58,60,66,77,65,84,82,61,85,80,78,28,80,68,80,70
667,Fabio Quagliarella,ST,78,4800000.0,38,RS,Right,4,4,2,61.0,83.0,74.0,79.0,30.0,63.0,66,82,69,77,85,79,78,77,73,82,58,63,71,80,76,84,67,61,71,84,44,26,84,77,85,78
670,Radamel Falcao García Zárate,ST,78,6000000.0,35,ST,Right,4,3,3,56.0,79.0,67.0,76.0,41.0,69.0,55,80,84,76,80,73,81,70,60,80,59,54,73,79,77,78,86,60,70,74,73,41,84,63,81,80
677,Felipe Salvador Caicedo Corozo,"CF, ST",78,11500000.0,32,SUB,Left,3,3,2,74.0,78.0,70.0,75.0,44.0,80.0,59,79,77,79,78,77,66,68,66,79,73,74,59,79,67,84,75,59,91,70,80,43,82,68,73,77
680,Ángel Luís Rodríguez Díaz,ST,78,7000000.0,34,ST,Right,3,3,1,71.0,81.0,61.0,78.0,34.0,66.0,56,84,71,70,80,77,62,50,49,82,71,71,72,80,75,79,75,55,68,78,72,26,83,62,69,70
696,Ante Budimir,ST,78,14000000.0,29,SUB,Left,4,3,2,65.0,78.0,48.0,73.0,35.0,77.0,41,84,82,68,70,78,44,31,30,79,61,68,56,72,33,78,65,68,83,71,77,24,80,39,65,72
697,Francesco Caputo,ST,78,9000000.0,33,LS,Right,4,3,1,82.0,79.0,62.0,78.0,30.0,67.0,50,83,74,70,80,76,58,54,58,78,81,82,85,80,79,76,84,70,70,70,50,14,84,65,78,72
700,Pedro Eliezer Rodríguez Ledesma,"CF, RW",78,9000000.0,33,RW,Right,5,4,3,74.0,73.0,77.0,84.0,40.0,52.0,74,73,39,80,70,81,81,57,71,88,84,66,90,75,90,75,66,68,40,75,58,49,75,81,66,81
706,Enrique García Martínez,ST,78,12000000.0,31,ST,Right,4,3,1,61.0,81.0,64.0,74.0,44.0,74.0,56,83,81,78,78,75,42,46,49,79,61,61,62,73,51,81,75,66,79,79,71,52,84,67,70,82
710,Haris Seferović,ST,78,14000000.0,29,ST,Left,2,3,2,72.0,78.0,67.0,72.0,48.0,84.0,65,79,81,69,76,72,72,64,63,73,68,75,66,75,60,83,80,83,87,70,81,42,85,68,68,77
737,Patrick Bamford,ST,78,15000000.0,27,ST,Left,3,3,2,73.0,78.0,67.0,73.0,42.0,77.0,59,82,75,72,69,70,68,59,63,78,71,75,69,80,66,80,68,91,76,69,62,47,83,71,74,74
747,Jean-Pierre Nsame,ST,78,14500000.0,28,SUB,Right,4,3,2,79.0,77.0,55.0,73.0,27.0,80.0,39,80,79,68,79,73,56,43,46,75,80,79,72,76,64,79,83,77,87,70,66,18,80,58,74,74
754,Moussa Dembélé,ST,78,20500000.0,24,ST,Right,3,3,2,78.0,77.0,63.0,73.0,30.0,82.0,50,80,81,72,72,73,69,58,48,74,75,81,74,78,66,82,86,79,85,66,75,22,82,69,76,76
763,Adama Traoré Diarra,"RW, RWB",78,18500000.0,25,LW,Right,2,4,1,96.0,66.0,67.0,86.0,38.0,81.0,78,66,40,71,52,92,67,42,54,83,97,96,85,66,88,78,79,77,87,65,70,41,64,67,47,73
768,Lucas Nicolás Alario,ST,78,14500000.0,28,SUB,Right,3,3,2,63.0,78.0,58.0,74.0,30.0,75.0,48,83,85,69,80,73,49,43,47,78,66,60,68,77,71,79,87,68,78,63,72,22,84,65,77,76
769,Ayoze Pérez Gutiérrez,"RW, RM",78,15000000.0,27,RM,Right,4,4,1,77.0,73.0,72.0,80.0,58.0,67.0,70,73,77,76,77,81,78,60,62,80,79,76,81,82,79,72,73,79,57,69,74,49,82,76,73,77
776,Ludovic Ajorque,ST,78,16500000.0,27,LS,Left,3,3,2,60.0,78.0,60.0,70.0,26.0,81.0,50,81,83,69,75,72,57,37,48,77,58,61,57,79,31,79,75,76,89,70,69,28,83,69,77,75
779,Rafael Santos Borré Maury,ST,78,19000000.0,25,ST,Right,3,3,1,81.0,77.0,72.0,78.0,44.0,76.0,69,80,74,73,72,77,79,67,69,77,83,79,84,79,81,80,83,85,67,70,87,39,84,75,71,81
780,Ollie Watkins,ST,78,21000000.0,25,SUB,Right,4,3,2,85.0,75.0,68.0,75.0,46.0,71.0,67,80,81,70,64,75,63,56,59,76,79,89,79,77,73,75,92,88,76,71,34,44,79,74,60,66
788,Karl Brillant Toko Ekambi,"LW, ST",78,14000000.0,28,SUB,Right,4,3,2,85.0,78.0,71.0,77.0,25.0,70.0,73,79,74,74,75,77,67,63,61,76,83,87,78,79,73,81,71,76,76,73,48,21,81,73,72,76
795,Kelechi Promise Iheanacho,"ST, CF",78,20500000.0,24,SUB,Left,3,4,1,74.0,80.0,70.0,77.0,38.0,71.0,59,82,67,77,77,79,74,64,69,78,75,74,73,77,72,81,57,71,73,78,71,30,80,71,70,68
796,Daniel Castelo Podence,"LW, RW, CAM",78,18500000.0,25,SUB,Right,4,4,1,90.0,65.0,71.0,85.0,33.0,50.0,66,67,42,75,57,86,75,42,70,82,94,86,92,77,93,66,65,75,30,57,67,21,76,78,63,78
802,Nuno Miguel Gomes dos Santos,"LW, RW",78,16500000.0,26,SUB,Left,3,4,1,81.0,75.0,75.0,80.0,43.0,67.0,79,70,57,74,84,81,77,72,71,80,84,79,81,79,72,83,57,78,60,76,74,59,76,74,71,75
819,Tammy Bakumo-Abraham,ST,78,31500000.0,23,ST,Right,3,3,2,70.0,78.0,62.0,72.0,31.0,70.0,50,82,80,77,77,72,50,42,46,77,61,77,61,79,53,78,70,69,79,68,49,22,80,67,74,73
822,Yusuf Yazıcı,"CF, ST, CAM",78,20500000.0,24,SUB,Left,4,4,1,67.0,76.0,79.0,80.0,47.0,72.0,77,74,68,81,72,82,82,76,75,82,63,70,73,76,69,81,55,76,72,80,71,40,77,79,69,78
828,Ismaïla Sarr,"RW, RM, ST",78,31000000.0,23,RM,Right,2,4,1,94.0,76.0,67.0,80.0,22.0,67.0,68,75,44,69,76,82,78,55,59,79,94,94,78,76,74,82,48,73,71,78,53,17,73,68,58,78
831,Antonín Barák,"CF, CM",78,18500000.0,26,RF,Left,3,4,1,66.0,76.0,77.0,78.0,62.0,72.0,73,74,68,82,64,81,70,66,76,82,68,64,68,75,59,81,55,84,73,78,58,62,78,79,66,78
836,Pedro Lomba Neto,"LW, RW",78,28500000.0,21,SUB,Left,4,4,1,87.0,74.0,69.0,81.0,31.0,59.0,70,76,49,75,65,83,66,51,56,80,86,87,86,75,86,76,52,72,56,74,53,41,76,73,62,64
837,Noa Noëll Lang,"LW, RW, CAM",78,28500000.0,22,RW,Right,3,4,1,82.0,74.0,72.0,82.0,51.0,67.0,66,76,48,78,80,84,69,57,67,80,85,80,85,76,82,72,67,76,63,69,65,57,75,76,71,82
841,Amine Gouiri,"ST, LM",78,29000000.0,21,LS,Right,3,4,2,79.0,80.0,75.0,79.0,44.0,70.0,76,81,64,77,76,81,78,74,69,79,82,77,77,77,73,78,70,74,72,79,61,44,81,76,76,77
846,Aluísio Chaves Ribeiro Moraes Júnior,ST,78,7000000.0,34,RES,Right,4,3,1,79.0,79.0,60.0,77.0,27.0,68.0,36,82,69,78,73,78,53,35,52,77,78,79,72,82,73,75,68,73,69,80,57,41,84,64,70,74
848,Jonathan Christian David,ST,78,32000000.0,21,RS,Right,5,3,2,85.0,76.0,71.0,78.0,25.0,70.0,67,80,72,78,71,79,58,48,70,78,83,87,77,74,71,75,86,85,75,70,33,17,80,73,75,81
849,Jovane Eduardo Borges Cabral,"LW, RW",78,31000000.0,23,LW,Right,4,4,1,86.0,76.0,73.0,80.0,38.0,69.0,73,74,57,74,74,82,78,75,69,78,87,86,80,78,77,82,72,71,71,76,59,37,76,72,76,78
856,Dušan Vlahović,ST,78,29000000.0,21,ST,Left,3,3,2,75.0,78.0,58.0,73.0,28.0,76.0,50,83,75,68,68,74,66,37,50,80,73,76,61,78,52,78,68,79,82,70,58,22,82,60,74,68
863,Ricardo Andrade Quaresma Bernardo,"RW, LW",77,3400000.0,37,RW,Right,4,5,3,72.0,71.0,78.0,84.0,24.0,60.0,82,64,41,73,80,86,94,71,73,84,72,72,80,72,84,78,63,54,59,78,68,24,73,83,73,82
866,Roberto Soldado Rillo,ST,77,3600000.0,36,SUB,Right,4,3,3,53.0,79.0,71.0,74.0,44.0,69.0,66,82,78,79,80,73,70,66,58,82,54,52,62,79,59,78,75,49,72,74,83,41,84,74,79,76
867,Jorge Molina Vidal,ST,77,3600000.0,39,SUB,Right,4,3,1,36.0,81.0,67.0,68.0,41.0,70.0,52,81,80,78,81,71,62,59,57,76,33,39,34,84,32,87,46,33,88,75,77,41,85,72,79,79
876,José Luis Sanmartín Mato,ST,77,9000000.0,31,ST,Right,3,3,1,55.0,78.0,68.0,72.0,30.0,70.0,58,81,81,78,74,75,73,62,58,78,56,54,60,79,34,78,80,63,76,73,63,25,80,68,74,66
877,Kévin Gameiro,ST,77,5000000.0,34,RS,Right,4,3,3,83.0,77.0,74.0,75.0,41.0,67.0,69,76,67,79,76,73,74,70,69,77,82,84,79,76,73,82,83,69,64,73,66,38,81,75,81,78
878,Mathieu Valbuena,"LW, CAM",77,3400000.0,36,LW,Right,4,3,3,67.0,75.0,79.0,78.0,34.0,47.0,79,73,48,81,76,78,80,75,77,80,69,65,76,74,73,75,60,60,37,77,52,34,76,77,79,75
884,Stevan Jovetić,"ST, CAM",77,9000000.0,31,LW,Right,4,3,3,65.0,79.0,76.0,79.0,35.0,60.0,72,77,74,80,79,79,84,74,64,81,64,65,77,77,66,82,73,45,70,79,50,30,79,80,78,78
892,Alex Teixeira dos Santos,"ST, LW, CAM",77,9000000.0,31,CAM,Right,4,4,3,83.0,76.0,73.0,80.0,40.0,70.0,63,77,54,79,78,80,73,59,72,81,84,82,85,73,76,74,79,78,72,76,52,55,80,79,74,82
895,Bas Leon Dost,ST,77,8500000.0,32,ST,Right,3,2,3,45.0,79.0,57.0,65.0,50.0,76.0,38,81,91,73,82,66,61,30,37,74,43,47,33,81,33,80,44,63,87,69,75,39,85,69,90,81
896,José Salomón Rondón Giménez,ST,77,9000000.0,31,SUB,Right,4,3,2,69.0,76.0,66.0,71.0,32.0,81.0,59,76,82,73,75,70,62,74,53,72,66,71,64,76,83,85,77,74,87,69,76,26,80,69,65,76
906,Martin Braithwaite Christensen,"ST, LW",77,10500000.0,30,SUB,Right,4,4,2,80.0,76.0,72.0,79.0,35.0,74.0,68,78,67,75,75,78,71,75,65,81,79,80,81,77,70,77,81,76,75,71,69,31,78,74,73,76
913,Willian José da Silva,ST,77,10500000.0,29,SUB,Right,4,4,2,62.0,78.0,66.0,74.0,40.0,80.0,54,78,80,75,73,75,68,60,50,79,59,65,65,78,38,82,79,68,88,74,75,35,80,76,76,77
943,José Luís Mendes Andrade,ST,77,10500000.0,30,SUB,Left,4,4,1,80.0,75.0,59.0,75.0,33.0,80.0,45,77,82,65,76,76,66,54,44,78,77,82,67,76,61,80,90,75,83,66,76,29,78,73,75,72
951,Carlos Arturo Bacca Ahumada,ST,77,5000000.0,34,ST,Right,3,3,3,67.0,75.0,64.0,75.0,33.0,65.0,60,78,75,68,77,76,69,58,55,77,69,65,67,76,71,78,72,56,72,60,58,34,83,68,80,76
952,Yussuf Yurary Poulsen,ST,77,12500000.0,27,SUB,Right,3,3,2,82.0,70.0,67.0,73.0,56.0,81.0,68,74,85,73,75,75,70,42,53,75,80,84,69,80,54,73,83,86,78,58,83,51,81,69,58,72
959,Samuel Castillejo Azuaga,"RW, RM",77,11500000.0,26,SUB,Left,2,4,2,80.0,69.0,74.0,82.0,43.0,53.0,75,67,43,76,58,82,78,69,70,83,83,77,92,75,82,76,60,64,48,70,48,50,75,73,59,72
965,Neal Maupay,ST,77,16000000.0,24,RS,Right,4,3,1,77.0,78.0,67.0,73.0,41.0,71.0,61,80,73,74,76,68,63,55,59,78,79,76,76,79,81,78,59,74,67,71,80,26,82,69,80,69
972,Santiago Mina Lorenzo,"ST, RW",77,15000000.0,25,LS,Right,3,3,1,75.0,77.0,69.0,76.0,49.0,72.0,73,79,76,71,74,77,69,55,65,78,72,78,75,77,70,78,81,73,71,72,69,55,81,68,67,69
982,Serhou Yadaly Guirassy,ST,77,15000000.0,25,LS,Right,3,3,2,71.0,77.0,66.0,75.0,38.0,76.0,56,80,75,73,73,76,66,67,63,79,69,72,68,74,63,76,77,70,80,71,72,29,79,68,79,72
984,Ihlas Bebou,"ST, RM",77,11500000.0,27,RES,Right,3,4,2,90.0,75.0,68.0,80.0,34.0,64.0,74,77,64,74,70,82,66,46,53,77,92,89,83,77,74,76,70,75,67,71,40,31,80,69,67,73
986,Maximilian Philipp,"CF, CAM, LM",77,12500000.0,27,CAM,Right,4,3,2,78.0,79.0,71.0,79.0,42.0,61.0,68,78,50,76,78,80,68,65,62,80,80,76,79,77,76,82,59,68,67,79,36,39,76,74,83,69
988,Théo Bongonda Mbul'Ofeko Batombo,"LW, CF",77,13000000.0,25,LW,Left,3,4,1,80.0,71.0,72.0,82.0,33.0,61.0,70,71,49,74,66,83,72,72,67,82,86,75,83,73,79,69,82,70,57,76,56,35,76,72,62,81
994,Gian-Luca Waldschmidt,"CF, ST",77,15500000.0,25,SUB,Left,3,3,1,74.0,80.0,70.0,76.0,29.0,62.0,63,79,59,75,72,76,73,63,65,75,77,71,78,74,77,81,66,70,64,82,44,28,82,75,83,72
998,Mattia Zaccagni,"CF, ST",77,14000000.0,26,SUB,Right,4,4,1,78.0,71.0,75.0,80.0,60.0,68.0,74,73,66,79,61,82,62,48,76,79,80,76,79,76,73,72,46,72,66,71,72,58,77,77,61,71
1001,Breel-Donald Embolo,"ST, CAM",77,16000000.0,24,SUB,Right,4,3,2,85.0,73.0,70.0,74.0,51.0,82.0,63,69,71,76,64,77,68,51,70,74,83,86,67,76,67,84,73,79,85,71,78,44,82,72,66,74
1011,Carl Henrik Jordan Larsson,ST,77,21500000.0,24,CAM,Left,3,3,1,84.0,78.0,74.0,79.0,29.0,72.0,68,78,64,80,73,80,76,73,68,78,85,84,82,75,77,80,73,78,69,82,72,38,76,75,65,73
1013,Jérémie Boga,"LW, LM",77,16500000.0,24,LM,Right,3,4,1,85.0,73.0,72.0,81.0,37.0,63.0,78,72,59,73,60,84,78,64,69,79,90,81,88,67,82,80,61,68,63,75,56,41,72,68,55,73
1023,Francisco das Chagas Soares dos Santos,ST,77,10500000.0,30,SUB,Right,3,3,1,81.0,74.0,59.0,74.0,45.0,79.0,52,75,83,66,72,75,69,40,54,76,77,84,69,79,65,75,78,78,76,66,90,40,84,59,75,76
1031,Milot Rashica,"CF, LM, RM",77,15500000.0,25,LM,Right,4,4,1,83.0,77.0,71.0,83.0,46.0,65.0,73,74,53,71,76,85,78,69,67,79,93,75,90,77,82,85,47,76,60,76,67,47,72,70,73,79
1050,Philana Tinotenda Kadewere,"RW, ST",77,14000000.0,25,SUB,Right,3,3,2,83.0,76.0,69.0,78.0,38.0,71.0,67,79,69,74,69,78,67,48,60,77,82,83,82,77,74,78,79,77,72,68,59,30,79,74,73,75
1058,Rafael Mir Vicente,ST,77,21500000.0,24,SUB,Right,3,3,1,72.0,79.0,64.0,71.0,45.0,76.0,67,81,78,72,77,71,60,61,52,74,72,72,62,75,66,82,78,71,82,76,69,39,74,59,75,66
1065,伊东 纯也,"RW, CF",77,10500000.0,28,RW,Right,4,4,1,89.0,71.0,73.0,77.0,58.0,70.0,76,73,44,73,69,77,63,65,66,75,91,88,82,73,77,68,87,89,61,71,64,67,76,78,57,77
1091,Martin Terrier,"ST, LW",77,15500000.0,24,RS,Right,3,3,2,84.0,77.0,74.0,76.0,35.0,66.0,72,78,69,78,68,76,77,58,72,77,83,84,73,76,68,78,72,70,68,77,55,27,79,76,66,74
1097,Eduardo Gabriel Aquino Cossa,"LW, RW",77,16000000.0,24,SUB,Right,2,4,1,85.0,67.0,68.0,80.0,29.0,46.0,78,78,40,73,64,81,60,38,66,80,84,86,87,73,77,52,52,67,42,59,30,24,71,61,64,67
1100,Saša Kalajdžić,ST,77,16000000.0,23,RES,Right,3,3,2,61.0,73.0,66.0,73.0,45.0,70.0,59,82,86,74,68,74,50,47,64,78,64,58,63,78,54,74,55,68,82,61,44,32,80,70,41,72
1102,Nicolás Iván González,"ST, LW",77,17000000.0,23,LW,Left,2,4,2,87.0,71.0,64.0,82.0,45.0,60.0,66,79,80,69,68,84,59,42,54,83,85,88,81,75,78,69,79,62,55,54,67,39,79,68,79,75
1103,Roman Yaremchuk,ST,77,14000000.0,25,SUB,Right,3,3,1,79.0,76.0,70.0,71.0,45.0,75.0,69,78,75,75,72,70,52,54,68,77,73,83,68,76,55,77,76,77,76,73,68,39,80,72,67,67
1104,Callum Hudson-Odoi,"RW, LW",77,23000000.0,20,SUB,Right,3,4,2,82.0,67.0,74.0,81.0,40.0,59.0,75,70,53,77,59,83,73,71,69,80,87,78,85,70,78,67,64,66,58,65,50,32,70,73,55,69
1107,Patson Daka,ST,77,21500000.0,22,SUB,Right,3,3,1,93.0,78.0,59.0,76.0,24.0,71.0,51,82,67,68,73,74,65,35,61,76,92,94,89,77,74,76,89,82,67,71,63,17,80,53,75,69
1109,Rafael Alexandre Conceição Leão,"LW, ST, LM",77,16000000.0,22,SUB,Right,4,4,1,88.0,73.0,68.0,79.0,27.0,70.0,70,74,58,72,65,84,72,58,60,80,86,90,74,70,59,78,62,68,76,69,60,24,74,68,63,76
1110,Anthony Nuatuzor Nwakaeme,"LW, LM",77,8500000.0,32,LW,Right,4,4,1,80.0,76.0,74.0,79.0,39.0,80.0,75,75,68,77,68,82,79,60,66,80,77,82,76,73,66,83,71,81,92,75,53,23,75,74,68,78
1117,Carlos Vinícius Alves Morais,ST,77,14000000.0,26,SUB,Left,3,3,1,71.0,78.0,60.0,75.0,41.0,82.0,51,81,70,71,75,76,65,36,47,78,66,75,67,77,44,84,52,76,87,68,84,41,79,65,71,83
1121,Luis Javier Suárez Charris,"ST, LM, CAM",77,23500000.0,23,LM,Right,4,3,1,86.0,78.0,65.0,74.0,40.0,79.0,71,83,65,66,71,74,70,60,59,72,87,86,79,75,76,78,62,79,81,71,80,44,79,60,72,63
1124,Arthur Mendonça Cabral,ST,77,23500000.0,23,ST,Right,4,3,1,72.0,77.0,63.0,74.0,31.0,78.0,50,79,78,74,76,73,63,30,56,76,72,72,72,74,68,78,83,74,87,70,61,24,77,68,75,71
1125,Boulaye Dia,ST,77,17000000.0,24,SUB,Right,3,3,1,78.0,77.0,55.0,74.0,27.0,75.0,37,80,74,68,67,77,56,43,44,77,79,78,65,74,62,79,74,72,83,68,60,22,79,60,77,60
1126,Jérémy Doku,"RW, RM",77,23000000.0,19,RM,Right,3,4,3,92.0,66.0,67.0,83.0,25.0,67.0,68,67,37,72,54,86,60,44,59,78,94,90,95,75,88,73,76,70,68,59,58,18,74,73,51,72
1130,Shon Zalman Weissman,ST,77,15000000.0,25,ST,Right,4,3,1,77.0,79.0,65.0,71.0,32.0,70.0,58,82,79,71,79,69,63,48,60,73,74,80,68,73,78,78,76,69,71,71,65,28,83,68,79,79
1159,Gervais Lombe Yao Kouassi,"LW, RW",76,3500000.0,34,RW,Right,3,4,3,91.0,68.0,68.0,77.0,35.0,57.0,72,68,63,68,68,77,69,43,65,76,91,91,85,74,76,69,59,73,52,64,49,39,78,74,63,72
1170,Jean-Eric Maxim Choupo-Moting,"ST, LW",76,6000000.0,32,SUB,Right,4,3,2,71.0,73.0,68.0,78.0,38.0,73.0,65,74,75,75,74,81,74,44,63,78,69,73,73,75,65,78,70,72,80,64,57,40,76,67,68,75
1176,Fabio Borini,"LW, LM, CF",76,7000000.0,30,LM,Right,3,3,2,73.0,74.0,72.0,77.0,45.0,69.0,74,73,74,77,75,77,72,61,62,79,76,70,78,77,67,76,71,73,65,72,72,30,79,72,78,76
1177,Cristhian Ricardo Stuani Curbelo,ST,76,3600000.0,34,ST,Right,3,4,2,68.0,79.0,69.0,70.0,48.0,82.0,68,80,83,73,73,70,66,57,65,71,66,69,64,74,61,81,90,81,84,72,77,36,76,69,90,76
1178,Mario Barwuah Balotelli,ST,76,7500000.0,30,ST,Right,4,4,4,73.0,79.0,72.0,76.0,25.0,77.0,64,78,69,76,77,80,74,80,66,81,71,75,66,62,49,85,72,54,91,76,72,30,74,74,91,80
1179,Fedor Smolov,ST,76,6500000.0,31,RS,Right,3,4,2,81.0,76.0,71.0,74.0,32.0,72.0,68,76,69,75,76,75,75,67,62,74,81,81,73,73,66,80,67,72,74,73,67,32,79,75,73,71
1187,Teemu Pukki,ST,76,6500000.0,31,ST,Right,3,3,1,76.0,76.0,60.0,75.0,34.0,68.0,45,81,63,71,74,73,53,40,48,77,78,74,77,83,72,75,68,77,69,66,56,44,84,71,73,81
1199,Wahbi Khazri,"ST, CAM",76,7500000.0,30,ST,Right,4,4,2,69.0,79.0,76.0,77.0,42.0,67.0,79,78,55,76,70,77,79,78,67,78,66,72,76,77,74,82,34,68,67,79,75,53,79,77,75,80
1228,Simone Zaza,ST,76,7500000.0,30,SUB,Left,3,4,2,78.0,76.0,61.0,75.0,49.0,80.0,52,75,77,67,78,75,69,56,45,75,80,77,74,72,69,84,90,69,83,70,84,40,78,69,73,80
1231,M'Baye Babacar Niang,ST,76,10000000.0,26,SUB,Right,4,3,2,77.0,78.0,67.0,74.0,31.0,72.0,65,77,69,69,72,77,70,66,58,75,76,78,70,68,63,87,71,68,82,74,52,30,76,71,75,74
1236,Michy Batshuayi Tunga,ST,76,8000000.0,27,ST,Right,5,4,2,73.0,77.0,59.0,76.0,33.0,69.0,65,78,75,62,76,76,66,46,38,77,74,73,75,76,71,81,80,52,79,73,63,23,78,64,67,81
1245,Niclas Füllkrug,ST,76,7500000.0,28,SUB,Right,4,3,1,63.0,78.0,62.0,70.0,36.0,73.0,63,80,80,67,71,70,69,69,48,74,61,64,59,75,52,79,70,63,81,72,67,24,82,61,78,72
1264,Munas Dabbur,ST,76,7500000.0,29,ST,Right,4,4,2,70.0,75.0,66.0,76.0,32.0,68.0,50,79,78,73,74,76,74,66,62,77,73,67,77,77,73,76,90,75,74,69,39,19,80,69,63,76
1283,Ivan Toney,ST,76,10500000.0,25,LS,Right,3,3,1,80.0,75.0,58.0,72.0,46.0,80.0,52,80,78,62,76,68,61,56,54,72,80,80,82,77,70,71,89,78,81,65,78,49,79,62,80,77
1286,황의조 Ui Jo Hwang,"ST, LM",76,7500000.0,28,LS,Right,4,3,2,78.0,77.0,64.0,74.0,42.0,73.0,62,78,71,67,73,74,69,63,57,75,80,77,77,76,64,77,74,80,73,77,62,44,79,66,66,69
1290,Marcos Paulo Mesquita Lopes,"RW, LW, RM",76,9500000.0,25,SUB,Left,3,4,1,77.0,72.0,75.0,78.0,30.0,59.0,78,71,38,74,56,77,76,73,69,78,82,73,83,72,88,77,55,68,62,75,39,29,75,76,65,74
1291,Sebastián Alberto Palacios,"RW, LW",76,7500000.0,29,RES,Right,3,4,1,91.0,71.0,69.0,79.0,44.0,68.0,69,73,53,71,67,79,73,53,65,75,90,91,92,73,84,73,71,81,60,69,69,45,75,69,55,79
